@attribute SRC_ADD string
@attribute DES_ADD string
@attribute PKT_ID numeric
@attribute FROM_NODE numeric
@attribute TO_NODE numeric
@attribute PKT_TYPE {tcp,ack,cbr,ping}
@attribute PKT_SIZE numeric
@attribute FLAGS {-------,---A---}
@attribute FID numeric
@attribute SEQ_NUMBER numeric
@attribute NUMBER_OF_PKT numeric
@attribute NUMBER_OF_BYTE numeric
@attribute NODE_NAME_FROM {Switch1,Router,server1,router,clien-4,client-2,Switch2,client-5,clien-9,clien-2,clien-1,clien-14,clien-5,clien-11,clien-13,clien-0,switch1,client-4,clienthttp,clien-7,clien-19,client-14,clien-12,clien-8,clien-15,webserverlistin,client-18,client-1,switch2,clien-6,client-10,client-7,webcache,clien-10,client-15,clien-3,client-17,client-16,clien-17,clien-18,client-12,client-8,client-0,clien-16,client-13,client-11,client-6,client-3,client-9,client-19,http_client}
@attribute NODE_NAME_TO {Router,server1,Switch2,Switch1,clien-1,clien-5,clien-7,switch1,clien-11,clien-15,clien-13,clien-3,clien-9,clien-6,router,clien-4,clien-14,switch2,clien-8,clienthttp,webcache,clien-10,clien-12,webserverlistin,clien-0,clien-2,http_client,client-13,client-9,client-1,client-19,client-4,client-17,client-7,client-3,client-12,client-2,clien-18,client-16,clien-17,client-0,clien-16,client-18,client-5,client-11,client-14,client-8,client-6,client-10,clien-19,client-15}
@attribute PKT_IN numeric
@attribute PKT_OUT numeric
@attribute PKT_R numeric
@attribute PKT_DELAY_NODE numeric
@attribute PKT_RATE numeric
@attribute BYTE_RATE numeric
@attribute PKT_AVG_SIZE numeric
@attribute UTILIZATION numeric
@attribute PKT_DELAY numeric
@attribute PKT_SEND_TIME numeric
@attribute PKT_RESEVED_TIME numeric
@attribute FIRST_PKT_SENT numeric
@attribute LAST_PKT_RESEVED numeric
@attribute PKT_CLASS {Normal,UDP-Flood,Smurf,SIDDOS,HTTP-FLOOD}

@data
8,24.8,379635,23,24,tcp,1540,-------,9,11074,16088,24775500,Router,server1,34.767824,34.768209,34.778332,0.000385,328.11323,505294,1540,0.236278,0.000385,34.747578,34.778332,1,50.031854,Normal
5.2,24.47,42815,5,21,cbr,1500,-------,26,1639,9108,13662000,client-5,switch1,40.936,40.93612,40.94624,0.00012,1016.522962,1524780,1500,0.130291,0.03204,40.936,40.96804,1,9.959955,UDP-Flood
14,24.14,161534,23,24,tcp,1540,-------,15,5048,16103,24798600,Router,server1,16.446807,16.446807,16.456931,0,328.431807,505785,1540,0.236498,0,16.426561,16.456931,1,50.029965,Normal
2.1,24.22,587104,2,21,cbr,1000,-------,23,3545,6250,6250000,clien-2,Switch1,53.36,53.36,53.37008,0,124.943625,124944,1000,0.059605,0.00032,53.36,53.39056,25,75.02256,Normal
24.14,14,357613,22,14,ack,55,-------,15,10519,16103,885665,Switch2,clien-14,33.077696,33.077696,33.087699,0,328.432001,18063.8,55,0.008446,0,33.05769,33.087699,1.030038,50.059974,Normal
24.15,15,10574,22,15,ack,55,-------,16,325,16092,885060,Switch2,clien-15,2.227654,2.227654,2.237658,0,328.206042,18051.3,55,0.008441,0,2.207648,2.237658,1.030045,50.060221,Normal
24.14,14,302279,23,22,ack,55,-------,15,9123,16103,885665,Router,Switch2,28.824056,28.824056,28.834059,0,328.432001,18063.8,55,0.008446,0,28.814053,28.844062,1.030038,50.059974,Normal
14,24.14,79998,23,24,tcp,1540,-------,15,2499,16103,24798600,Router,server1,8.763208,8.763208,8.773331,0,328.431807,505785,1540,0.236498,0,8.742962,8.773331,1,50.029965,Normal
24.6,6,476337,24,23,ack,55,-------,7,13504,16091,885005,server1,Router,42.165885,42.165885,42.175888,0,328.19309,18050.6,55,0.00844,0,42.165885,42.195895,1.030048,50.059112,Normal
24.12,12,84739,23,22,ack,55,-------,13,2638,16103,885665,Router,Switch2,9.199582,9.199582,9.209586,0,328.491596,18067,55,0.008446,0,9.189579,9.219589,1.030026,50.051067,Normal
11.1,24.31,590187,22,23,cbr,1000,-------,32,3698,6250,6250000,Switch2,Router,54.59408,54.59416,54.60424,0.00008,124.943825,124944,1000,0.059605,0.00024,54.584,54.61448,25,75.02248,Normal
24.14,14,278511,23,22,ack,55,-------,15,8526,16103,885665,Router,Switch2,26.999544,26.999544,27.009547,0,328.432001,18063.8,55,0.008446,0,26.989541,27.01955,1.030038,50.059974,Normal
7,24.7,115487,7,21,tcp,1540,-------,8,3606,16090,24778600,clien-7,Switch1,12.086859,12.086859,12.096982,0,328.167486,505378,1540,0.236307,0,12.086859,12.117229,1,50.029842,Normal
8,24.8,172387,21,23,tcp,1540,-------,9,5374,16088,24775500,Switch1,Router,17.457302,17.457302,17.467426,0,328.11323,505294,1540,0.236278,0,17.447179,17.477549,1,50.031854,Normal
15.1,24.35,336325,23,24,cbr,1000,-------,36,803,6250,6250000,Router,server1,31.44456,31.44505,31.45513,0.00049,124.942227,124942,1000,0.059605,0.00089,31.424,31.45513,25,75.02312,Normal
24.15,15,41252,24,23,ack,55,-------,16,1279,16092,885060,server1,Router,5.09291,5.09291,5.102914,0,328.206042,18051.3,55,0.008441,0,5.09291,5.12292,1.030045,50.060221,Normal
12.1,24.32,622670,23,24,cbr,1000,-------,33,5311,6250,6250000,Router,server1,67.50832,67.50856,67.51864,0.00024,124.943426,124943,1000,0.059605,0.0004,67.488,67.51864,25,75.02264,Normal
3.1,24.23,386675,3,21,cbr,1000,-------,24,1286,6250,6250000,clien-3,Switch1,35.288,35.288,35.29808,0,124.943226,124943,1000,0.059605,0.000782,35.288,35.319022,25,75.02272,Normal
1,24.1,392473,23,24,tcp,1540,-------,2,11409,16091,24780100,Router,server1,35.752137,35.752944,35.763067,0.000807,328.297855,505578,1540,0.236321,0.000807,35.73189,35.763067,1,50.013418,Normal
24.1,10,465130,24,23,ack,55,-------,11,13241,16103,885665,server1,Router,41.305342,41.305342,41.315345,0,328.561918,18070.9,55,0.008446,0,41.305342,41.335351,1.030013,50.040562,Normal
24.3,3,427052,21,3,ack,55,-------,4,12264,16091,885005,Switch1,clien-3,38.40504,38.40504,38.415043,0,328.241051,18053.3,55,0.00844,0,38.385034,38.415043,1.030029,50.051929,Normal
14,24.14,461909,23,24,tcp,1540,-------,15,13160,16103,24798600,Router,server1,41.078826,41.078826,41.088949,0,328.431807,505785,1540,0.236498,0,41.058579,41.088949,1,50.029965,Normal
11,24.11,389396,23,24,tcp,1540,-------,12,11336,16103,24798600,Router,server1,35.517003,35.517848,35.527971,0.000845,328.522879,505925,1540,0.236498,0.0016,35.496002,35.527971,1,50.016373,Normal
3,24.3,272985,23,24,tcp,1540,-------,4,8391,16091,24780100,Router,server1,26.58697,26.58697,26.597093,0,328.240918,505490,1540,0.236321,0,26.566723,26.597093,1,50.02192,Normal
17.1,24.37,638018,22,23,cbr,1000,-------,38,6072,6250,6250000,Switch2,Router,73.58608,73.58664,73.59672,0.00056,124.941427,124941,1000,0.059605,0.0012,73.576,73.60744,25,75.02344,Normal
9.1,24.29,311386,21,23,cbr,1000,-------,30,564,6250,6250000,Switch1,Router,29.52208,29.522778,29.532858,0.000698,124.940828,124941,1000,0.059605,0.001461,29.512,29.543701,25,75.02368,Normal
24.4,4,124514,24,23,ack,55,-------,5,3872,16091,885005,server1,Router,12.937525,12.937525,12.947528,0,328.218006,18052,55,0.00844,0,12.937525,12.967534,1.030035,50.055377,Normal
24.12,12,489531,24,23,ack,55,-------,13,13849,16103,885665,server1,Router,43.178235,43.178235,43.188238,0,328.491596,18067,55,0.008446,0,43.178235,43.208245,1.030026,50.051067,Normal
25,20,65391,23,21,ack,576,-------,0,466321,7110,4095360,router,switch1,62.073103,62.073103,62.083149,0,95.145988,54804.1,576,0.039056,0.113037,62.009328,62.122365,1.27255,75.999821,Normal
24.1,1,197785,23,21,ack,55,-------,2,6163,16091,885005,Router,Switch1,19.84879,19.84879,19.858793,0,328.297902,18056.4,55,0.00844,0,19.838787,19.868796,1.030016,50.043427,Normal
12.1,24.32,592565,12,22,cbr,1000,-------,33,3816,6250,6250000,clien-12,Switch2,55.528,55.528,55.53808,0,124.943426,124943,1000,0.059605,0.0004,55.528,55.55864,25,75.02264,Normal
24.3,3,200425,24,23,ack,55,-------,4,6250,16091,885005,server1,Router,20.085232,20.085232,20.095235,0,328.241051,18053.3,55,0.00844,0,20.085232,20.115241,1.030029,50.051929,Normal
24.1,1,134296,21,1,ack,55,-------,2,4186,16091,885005,Switch1,clien-1,13.881992,13.881992,13.891995,0,328.297902,18056.4,55,0.00844,0,13.861985,13.891995,1.030016,50.043427,Normal
0.2,24.42,31522,21,23,cbr,1500,-------,21,1208,9108,13662000,switch1,router,30.413789,30.414749,30.424869,0.00096,1016.54917,1524820,1500,0.130291,0.03276,30.403429,30.436189,1,9.959724,UDP-Flood
15.1,24.35,297298,22,23,cbr,1000,-------,36,429,6250,6250000,Switch2,Router,28.44208,28.44248,28.45256,0.0004,124.942227,124942,1000,0.059605,0.000888,28.432,28.463128,25,75.02312,Normal
24.9,9,421354,21,9,ack,55,-------,10,12117,16085,884675,Switch1,clien-9,37.969104,37.969104,37.979107,0,328.064183,18043.5,55,0.008437,0,37.949098,37.979107,1.030058,50.060098,Normal
16.2,24.58,6943,16,22,cbr,1500,-------,37,264,9108,13662000,client-16,switch2,7.436571,7.436571,7.446691,0,1016.430848,1524650,1500,0.130291,0.0312,7.436571,7.467771,1,9.960767,UDP-Flood
2,24.2,564848,2,21,tcp,1540,-------,3,15750,16091,24780100,clien-2,Switch1,48.952789,48.952789,48.962912,0,328.26404,505526,1540,0.236321,0.0016,48.952789,48.984758,1,50.018467,Normal
4,24.4,172310,23,24,tcp,1540,-------,5,5379,16091,24780100,Router,server1,17.457769,17.457769,17.467892,0,328.217832,505455,1540,0.236321,0,17.437522,17.467892,1,50.025368,Normal
13,24.13,249918,13,22,tcp,1540,-------,14,7799,16103,24798600,clien-13,Switch2,24.74037,24.74037,24.750493,0,328.460131,505828,1540,0.236498,0,24.74037,24.770739,1,50.025737,Normal
18.1,24.38,420983,18,22,cbr,1000,-------,39,1615,6250,6250000,clien-18,Switch2,37.92,37.92,37.93008,0,124.941028,124941,1000,0.059605,0.001407,37.92,37.951647,25,75.0236,Normal
6,24.6,365220,23,24,tcp,1540,-------,7,10715,16091,24780100,Router,server1,33.662948,33.662948,33.673071,0,328.192835,505416,1540,0.236321,0,33.642701,33.673071,1,50.029102,Normal
6,24.6,294630,21,23,tcp,1540,-------,7,8940,16091,24780100,Switch1,Router,28.237218,28.237218,28.247341,0,328.192835,505416,1540,0.236321,0,28.227094,28.257464,1,50.029102,Normal
5.1,24.25,302194,21,23,cbr,1000,-------,26,476,6250,6250000,Switch1,Router,28.81808,28.81851,28.82859,0.00043,124.942427,124942,1000,0.059605,0.000954,28.808,28.839194,25,75.02304,Normal
8.1,24.28,604701,8,21,cbr,1000,-------,29,4418,6250,6250000,clien-8,Switch1,60.344,60.344,60.35408,0,124.941228,124941,1000,0.059605,0.00128,60.344,60.37552,25,75.02352,Normal
2,24.2,399132,23,24,tcp,1540,-------,3,11572,16091,24780100,Router,server1,36.263247,36.264054,36.274178,0.000807,328.26404,505526,1540,0.236321,0.000807,36.243001,36.274178,1,50.018467,Normal
11,24.11,120224,11,22,tcp,1540,-------,12,3751,16103,24798600,clien-11,Switch2,12.535517,12.535517,12.54564,0,328.522879,505925,1540,0.236498,0,12.535517,12.565886,1,50.016373,Normal
24.2,2,318313,23,21,ack,55,-------,3,9523,16091,885005,Router,Switch1,30.051077,30.051077,30.061081,0,328.26412,18054.5,55,0.00844,0,30.041074,30.071084,1.030022,50.048477,Normal
9,24.9,192307,23,24,tcp,1540,-------,10,5998,16085,24770900,Router,server1,19.34251,19.34251,19.352634,0,328.063862,505218,1540,0.236234,0,19.322264,19.352634,1,50.030088,Normal
24.2,2,118930,21,2,ack,55,-------,3,3703,16091,885005,Switch1,clien-2,12.433954,12.433954,12.443957,0,328.26412,18054.5,55,0.00844,0,12.413947,12.443957,1.030022,50.048477,Normal
0.1,24.2,613891,23,24,cbr,1000,-------,21,4875,6250,6250000,Router,server1,64.02016,64.02016,64.03024,0,124.944425,124944,1000,0.059605,0,64,64.03024,25,75.02224,Normal
10,24.1,444602,10,22,tcp,1540,-------,11,12725,16103,24798600,clien-10,Switch2,39.730429,39.730429,39.740553,0,328.561898,505985,1540,0.236498,0.000039,39.730429,39.760838,1,50.010552,Normal
7.1,24.27,332777,7,21,cbr,1000,-------,28,769,6250,6250000,clien-7,Switch1,31.152,31.152,31.16208,0,124.941627,124942,1000,0.059605,0.001247,31.152,31.183487,25,75.02336,Normal
14,24.14,46047,14,22,tcp,1540,-------,15,1440,16103,24798600,clien-14,Switch2,5.542864,5.542864,5.552987,0,328.431807,505785,1540,0.236498,0,5.542864,5.573234,1,50.029965,Normal
24,0,357106,21,0,ack,55,-------,1,10506,16091,885005,Switch1,clien-0,33.038556,33.038556,33.048559,0,328.316229,18057.4,55,0.00844,0,33.01855,33.048559,1.03001,50.040685,Normal
24.14,14,395677,23,22,ack,55,-------,15,11477,16103,885665,Router,Switch2,35.987968,35.987968,35.997971,0,328.432001,18063.8,55,0.008446,0,35.977965,36.007975,1.030038,50.059974,Normal
15,24.15,304333,22,23,tcp,1540,-------,16,9185,16092,24781700,Switch2,Router,28.98147,28.98147,28.991594,0,328.205808,505437,1540,0.236337,0,28.971347,29.001717,1,50.030211,Normal
19.1,24.39,527176,19,22,cbr,1000,-------,40,2633,6250,6250000,clien-19,Switch2,46.064,46.064,46.07408,0,124.940628,124941,1000,0.059605,0.001542,46.064,46.095782,25,75.02376,Normal
24.5,5,100199,23,21,ack,55,-------,6,3117,16091,885005,Router,Switch1,10.65743,10.65743,10.667434,0,328.204851,18051.3,55,0.00844,0,10.647427,10.677437,1.030042,50.057349,Normal
24.6,6,176703,24,23,ack,55,-------,7,5505,16091,885005,server1,Router,17.85231,17.85231,17.862313,0,328.19309,18050.6,55,0.00844,0,17.85231,17.88232,1.030048,50.059112,Normal
24.3,3,547018,23,21,ack,55,-------,4,15290,16091,885005,Router,Switch1,47.596261,47.596261,47.606264,0,328.241051,18053.3,55,0.00844,0,47.586258,47.616267,1.030029,50.051929,Normal
24.3,3,163634,23,21,ack,55,-------,4,5101,16091,885005,Router,Switch1,16.630043,16.630043,16.640046,0,328.241051,18053.3,55,0.00844,0,16.62004,16.65005,1.030029,50.051929,Normal
9.1,24.29,590446,23,24,cbr,1000,-------,30,3711,6250,6250000,Router,server1,54.70888,54.7096,54.71968,0.00072,124.940828,124941,1000,0.059605,0.00144,54.688,54.71968,25,75.02368,Normal
4,24.4,406058,21,23,tcp,1540,-------,5,11748,16091,24780100,Switch1,Router,36.785626,36.785626,36.795749,0,328.217832,505455,1540,0.236321,0,36.775503,36.805872,1,50.025368,UDP-Flood
1.1,24.21,549477,23,24,cbr,1000,-------,22,2847,6250,6250000,Router,server1,47.796247,47.79645,47.80653,0.000203,124.944025,124944,1000,0.059605,0.00029,47.776,47.80653,25,75.0224,Normal
15,24.15,107715,15,22,tcp,1540,-------,16,3370,16092,24781700,clien-15,Switch2,11.357008,11.357008,11.367131,0,328.205808,505437,1540,0.236337,0,11.357008,11.387378,1,50.030211,Normal
24.9,9,545549,21,9,ack,55,-------,10,15245,16085,884675,Switch1,clien-9,47.493309,47.493309,47.503312,0,328.064183,18043.5,55,0.008437,0,47.473302,47.503312,1.030058,50.060098,Normal
0,24,219263,23,24,tcp,1540,-------,1,6843,16091,24780100,Router,server1,21.879549,21.879549,21.889672,0,328.316229,505606,1540,0.236321,0,21.859302,21.889672,1,50.010675,Normal
24,0,510637,24,23,ack,55,-------,1,14373,16091,885005,server1,Router,44.796595,44.796595,44.806599,0,328.316229,18057.4,55,0.00844,0,44.796595,44.826605,1.03001,50.040685,Normal
6,24.6,496215,6,21,tcp,1540,-------,7,14016,16091,24780100,clien-6,Switch1,43.69083,43.69083,43.700954,0,328.192835,505416,1540,0.236321,0.000307,43.69083,43.721507,1,50.029102,Normal
11,24.11,548522,23,24,tcp,1540,-------,12,15345,16103,24798600,Router,server1,47.722527,47.722527,47.73265,0,328.522879,505925,1540,0.236498,0,47.70228,47.73265,1,50.016373,Normal
24.2,2,515510,23,21,ack,55,-------,3,14500,16091,885005,Router,Switch1,45.179952,45.179952,45.189955,0,328.26412,18054.5,55,0.00844,0,45.169949,45.199958,1.030022,50.048477,Normal
1,24.1,195913,1,21,tcp,1540,-------,2,6114,16091,24780100,clien-1,Switch1,19.660878,19.660878,19.671002,0,328.297855,505578,1540,0.236321,0,19.660878,19.691248,1,50.013418,Normal
1,24.1,437720,23,24,tcp,1540,-------,2,12545,16091,24780100,Router,server1,39.223402,39.223402,39.233525,0,328.297855,505578,1540,0.236321,0,39.203155,39.233525,1,50.013418,Normal
4,24.4,18448,4,21,tcp,1540,-------,5,572,16091,24780100,clien-4,Switch1,2.944218,2.944218,2.954341,0,328.217832,505455,1540,0.236321,0,2.944218,2.974587,1,50.025368,Normal
2,24.2,284016,23,24,tcp,1540,-------,3,8672,16091,24780100,Router,server1,27.431168,27.432736,27.442859,0.001568,328.26404,505526,1540,0.236321,0.001568,27.410922,27.442859,1,50.018467,Normal
6.1,24.26,601113,23,24,cbr,1000,-------,27,4240,6250,6250000,Router,server1,58.94064,58.94112,58.9512,0.00048,124.942027,124942,1000,0.059605,0.00096,58.92,58.9512,25,75.0232,Normal
3,24.3,94892,23,24,tcp,1540,-------,4,2964,16091,24780100,Router,server1,10.170163,10.170163,10.180286,0,328.240918,505490,1540,0.236321,0,10.149917,10.180286,1,50.02192,Normal
24.7,7,101725,24,23,ack,55,-------,8,3169,16090,884950,server1,Router,10.789992,10.789992,10.799995,0,328.167767,18049.2,55,0.00844,0,10.789992,10.820002,1.030051,50.059851,Normal
8,24.8,162126,21,23,tcp,1540,-------,9,5052,16088,24775500,Switch1,Router,16.490866,16.490866,16.500989,0,328.11323,505294,1540,0.236278,0,16.480742,16.511112,1,50.031854,Normal
24.5,5,489042,23,21,ack,55,-------,6,13826,16091,885005,Router,Switch1,43.1514,43.1514,43.161403,0,328.204851,18051.3,55,0.00844,0,43.141397,43.171407,1.030042,50.057349,Normal
24.8,8,453046,23,21,ack,55,-------,9,12915,16088,884840,Router,Switch1,40.388355,40.388355,40.398359,0,328.113525,18046.2,55,0.008438,0,40.378352,40.408362,1.030054,50.061864,Normal
24.9,9,474870,23,21,ack,55,-------,10,13467,16085,884675,Router,Switch1,42.063751,42.063751,42.073754,0,328.064183,18043.5,55,0.008437,0,42.053747,42.083757,1.030058,50.060098,Normal
24.5,5,453291,21,5,ack,55,-------,6,12923,16091,885005,Switch1,clien-5,40.41801,40.41801,40.428013,0,328.204851,18051.3,55,0.00844,0,40.398003,40.428013,1.030042,50.057349,Normal
8,24.8,255774,23,24,tcp,1540,-------,9,7954,16088,24775500,Router,server1,25.263474,25.265074,25.275197,0.0016,328.11323,505294,1540,0.236278,0.0016,25.243227,25.275197,1,50.031854,Normal
3.1,24.23,449144,23,24,cbr,1000,-------,24,1885,6250,6250000,Router,server1,40.100338,40.100621,40.110701,0.000283,124.943226,124943,1000,0.059605,0.000461,40.08,40.110701,25,75.02272,Normal
19.1,24.39,494623,19,22,cbr,1000,-------,40,2321,6250,6250000,clien-19,Switch2,43.568,43.568,43.57808,0,124.940628,124941,1000,0.059605,0.001346,43.568,43.599586,25,75.02376,Normal
24.1,1,332015,24,23,ack,55,-------,2,9873,16091,885005,server1,Router,31.093017,31.093017,31.10302,0,328.297902,18056.4,55,0.00844,0,31.093017,31.123026,1.030016,50.043427,Normal
24.7,7,542731,21,7,ack,55,-------,8,15172,16090,884950,Switch1,clien-7,47.277445,47.277445,47.287448,0,328.167767,18049.2,55,0.00844,0,47.257438,47.287448,1.030051,50.059851,Normal
5.2,24.47,60003,21,23,cbr,1500,-------,26,2299,9108,13662000,switch1,router,57.037669,57.063278,57.073398,0.025609,1016.522962,1524780,1500,0.130291,0.108387,57.027429,57.135816,1,9.959955,UDP-Flood
24.3,3,146958,21,3,ack,55,-------,4,4576,16091,885005,Switch1,clien-3,15.068832,15.068832,15.078835,0,328.241051,18053.3,55,0.00844,0,15.048826,15.078835,1.030029,50.051929,Normal
24.7,7,116440,24,23,ack,55,-------,8,3624,16090,884950,server1,Router,12.176866,12.176866,12.186869,0,328.167767,18049.2,55,0.00844,0,12.176866,12.206875,1.030051,50.059851,Normal
12,24.12,232691,23,24,tcp,1540,-------,13,7265,16103,24798600,Router,server1,23.14356,23.14356,23.153683,0,328.491489,505876,1540,0.236498,0,23.123314,23.153683,1,50.021057,Normal
6,24.6,383082,6,21,tcp,1540,-------,7,11166,16091,24780100,clien-6,Switch1,35.012246,35.012246,35.02237,0,328.192835,505416,1540,0.236321,0.000123,35.012246,35.042739,1,50.029102,Normal
24.5,5,269951,24,23,ack,55,-------,6,8307,16091,885005,server1,Router,26.332794,26.332794,26.342797,0,328.204851,18051.3,55,0.00844,0,26.332794,26.362803,1.030042,50.057349,Normal
24.12,12,431585,23,22,ack,55,-------,13,12387,16103,885665,Router,Switch2,38.743078,38.743078,38.753082,0,328.491596,18067,55,0.008446,0,38.733075,38.763085,1.030026,50.051067,Normal
13,24.13,25474,13,22,tcp,1540,-------,14,793,16103,24798600,clien-13,Switch2,3.605925,3.605925,3.616048,0,328.460131,505828,1540,0.236498,0,3.605925,3.636294,1,50.025737,Normal
24.8,8,421669,21,8,ack,55,-------,9,12128,16088,884840,Switch1,clien-8,37.993026,37.993026,38.003029,0,328.113525,18046.2,55,0.008438,0,37.97302,38.003029,1.030054,50.061864,Normal
1,24.1,387222,1,21,tcp,1540,-------,2,11276,16091,24780100,clien-1,Switch1,35.328674,35.328674,35.338797,0,328.297855,505578,1540,0.236321,0.001723,35.328674,35.360766,1,50.013418,Normal
4,24.4,199259,21,23,tcp,1540,-------,5,6222,16091,24780100,Switch1,Router,19.984355,19.984355,19.994478,0,328.217832,505455,1540,0.236321,0,19.974232,20.004602,1,50.025368,Normal
6,24.6,153112,21,23,tcp,1540,-------,7,4771,16091,24780100,Switch1,Router,15.640335,15.640335,15.650458,0,328.192835,505416,1540,0.236321,0,15.630212,15.660581,1,50.029102,Normal
7,24.7,541530,21,23,tcp,1540,-------,8,15154,16090,24778600,Switch1,Router,47.176643,47.176643,47.186766,0,328.167486,505378,1540,0.236307,0,47.16652,47.19689,1,50.029842,Normal
24.15,15,453956,22,15,ack,55,-------,16,12950,16092,885060,Switch2,clien-15,40.468096,40.468096,40.478099,0,328.206042,18051.3,55,0.008441,0,40.44809,40.478099,1.030045,50.060221,Normal
24.15,15,274310,24,23,ack,55,-------,16,8414,16092,885060,server1,Router,26.667448,26.667448,26.677451,0,328.206042,18051.3,55,0.008441,0,26.667448,26.697458,1.030045,50.060221,Normal
8,24.8,87765,21,23,tcp,1540,-------,9,2738,16088,24775500,Switch1,Router,9.487861,9.487861,9.497984,0,328.11323,505294,1540,0.236278,0,9.477738,9.508107,1,50.031854,Normal
8,24.8,116767,21,23,tcp,1540,-------,9,3643,16088,24775500,Switch1,Router,12.217614,12.217614,12.227738,0,328.11323,505294,1540,0.236278,0,12.207491,12.237861,1,50.031854,Normal
3,24.3,208413,23,24,tcp,1540,-------,4,6503,16091,24780100,Router,server1,20.857323,20.857323,20.867446,0,328.240918,505490,1540,0.236321,0,20.837076,20.867446,1,50.02192,Normal
24.3,3,281794,23,21,ack,55,-------,4,8603,16091,885005,Router,Switch1,27.25128,27.25128,27.261283,0,328.241051,18053.3,55,0.00844,0,27.241277,27.271286,1.030029,50.051929,Normal
1.2,24.43,53037,23,24,cbr,1500,-------,22,2030,9108,13662000,router,server1,50.466131,50.467451,50.477571,0.00132,1016.54293,1524810,1500,0.130291,0.033,50.444571,50.477571,1,9.959779,UDP-Flood
12.1,24.32,591360,23,24,cbr,1000,-------,33,3756,6250,6250000,Router,server1,55.06832,55.06856,55.07864,0.00024,124.943426,124943,1000,0.059605,0.0004,55.048,55.07864,25,75.02264,Normal
9,24.9,113427,23,24,tcp,1540,-------,10,3538,16085,24770900,Router,server1,11.915739,11.915739,11.925862,0,328.063862,505218,1540,0.236234,0,11.895493,11.925862,1,50.030088,Normal
10.1,24.3,448106,22,23,cbr,1000,-------,31,1875,6250,6250000,Switch2,Router,40.01008,40.01008,40.02016,0,124.944225,124944,1000,0.059605,0.000096,40,40.030336,25,75.02232,Normal
9,24.9,231615,9,21,tcp,1540,-------,10,7228,16085,24770900,clien-9,Switch1,23.018395,23.018395,23.028518,0,328.063862,505218,1540,0.236234,0,23.018395,23.048764,1,50.030088,Normal
24.4,4,222234,24,23,ack,55,-------,5,6926,16091,885005,server1,Router,22.137632,22.137632,22.147635,0,328.218006,18052,55,0.00844,0,22.137632,22.167641,1.030035,50.055377,Smurf
24.11,11,345081,22,11,ack,55,-------,12,10210,16103,885665,Switch2,clien-11,32.116099,32.116099,32.126102,0,328.522947,18068.8,55,0.008446,0,32.096093,32.126102,1.030019,50.046382,Normal
10,24.1,369959,10,22,tcp,1540,-------,11,10846,16103,24798600,clien-10,Switch2,34.006583,34.006583,34.016706,0,328.561898,505985,1540,0.236498,0,34.006583,34.036953,1,50.010552,Normal
13.1,24.33,638054,22,23,cbr,1000,-------,34,6074,6250,6250000,Switch2,Router,73.60208,73.60232,73.6124,0.00024,124.943026,124943,1000,0.059605,0.00056,73.592,73.6228,25,75.0228,Normal
24.8,8,414467,21,8,ack,55,-------,9,11943,16088,884840,Switch1,clien-8,37.439626,37.439626,37.449629,0,328.113525,18046.2,55,0.008438,0,37.419619,37.449629,1.030054,50.061864,Normal
24.14,14,535217,24,23,ack,55,-------,15,14994,16103,885665,server1,Router,46.681269,46.681269,46.691272,0,328.432001,18063.8,55,0.008446,0,46.681269,46.711278,1.030038,50.059974,Normal
6,24.6,516879,23,24,tcp,1540,-------,7,14541,16091,24780100,Router,server1,45.295243,45.295243,45.305367,0,328.192835,505416,1540,0.236321,0,45.274997,45.305367,1,50.029102,Normal
24.11,11,290696,24,23,ack,55,-------,12,8831,16103,885665,server1,Router,27.924781,27.924781,27.934784,0,328.522947,18068.8,55,0.008446,0,27.924781,27.95479,1.030019,50.046382,Normal
14,24.14,526493,22,23,tcp,1540,-------,15,14783,16103,24798600,Switch2,Router,46.022088,46.022088,46.032211,0,328.431807,505785,1540,0.236498,0.000416,46.011965,46.04275,1,50.029965,Normal
10,24.1,39472,10,22,tcp,1540,-------,11,1241,16103,24798600,clien-10,Switch2,4.926884,4.926884,4.937007,0,328.561898,505985,1540,0.236498,0,4.926884,4.957254,1,50.010552,Normal
6,24.6,279050,23,24,tcp,1540,-------,7,8546,16091,24780100,Router,server1,27.051037,27.051037,27.06116,0,328.192835,505416,1540,0.236321,0,27.03079,27.06116,1,50.029102,Normal
24.2,2,568744,24,23,ack,55,-------,3,15838,16091,885005,server1,Router,49.252544,49.252544,49.262547,0,328.26412,18054.5,55,0.00844,0,49.252544,49.282553,1.030022,50.048477,Normal
24.11,11,532622,23,22,ack,55,-------,12,14937,16103,885665,Router,Switch2,46.492402,46.492402,46.502405,0,328.522947,18068.8,55,0.008446,0,46.482398,46.512408,1.030019,50.046382,Normal
12,24.12,232053,23,24,tcp,1540,-------,13,7246,16103,24798600,Router,server1,23.08355,23.08355,23.093674,0,328.491489,505876,1540,0.236498,0,23.063304,23.093674,1,50.021057,Normal
24.12,12,385141,24,23,ack,55,-------,13,11211,16103,885665,server1,Router,35.169162,35.169162,35.179165,0,328.491596,18067,55,0.008446,0,35.169162,35.199171,1.030026,50.051067,Normal
24.6,6,105994,24,23,ack,55,-------,7,3300,16091,885005,server1,Router,11.194043,11.194043,11.204046,0,328.19309,18050.6,55,0.00844,0,11.194043,11.224053,1.030048,50.059112,Normal
